Passenger ID,Time,Floor,Direction (Up/Down),Destination Floor
59,12:03:00 PM,4,Down,1
60,12:03:00 PM,5,Down,1
61,12:03:00 PM,2,Down,1
62,12:03:00 PM,6,Down,1
63,12:03:00 PM,5,Down,1
64,12:03:00 PM,4,Down,1
65,12:03:00 PM,3,Down,1
66,12:03:00 PM,2,Down,1
67,12:03:00 PM,3,Down,1
68,12:03:00 PM,1,Up,2
69,12:03:00 PM,1,Up,5
70,12:03:00 PM,1,Up,5
71,12:03:00 PM,4,Down,2
72,12:03:00 PM,4,Up,5
73,12:03:00 PM,3,Down,2
74,12:03:00 PM,3,Down,2
75,12:04:00 PM,4,Down,1
76,12:04:00 PM,6,Down,1
77,12:04:00 PM,4,Down,1
78,12:04:00 PM,6,Down,1
79,12:04:00 PM,2,Down,1
80,12:04:00 PM,4,Down,1
81,12:04:00 PM,6,Down,1
82,12:04:00 PM,4,Down,1
83,12:04:00 PM,1,Up,5
84,12:04:00 PM,1,Up,4
85,12:04:00 PM,1,Up,4
86,12:04:00 PM,1,Up,4
87,12:04:00 PM,2,Down,1
88,12:04:00 PM,5,Up,6
89,12:04:00 PM,3,Down,2
90,12:04:00 PM,1,Up,6
91,12:05:00 PM,4,Down,1
92,12:05:00 PM,6,Down,1
93,12:05:00 PM,3,Down,1
94,12:05:00 PM,2,Down,1
95,12:05:00 PM,6,Down,1
96,12:05:00 PM,3,Down,1
97,12:05:00 PM,3,Down,1
98,12:05:00 PM,4,Down,1
99,12:05:00 PM,2,Down,1
100,12:05:00 PM,1,Up,3
101,12:05:00 PM,1,Up,5
102,12:05:00 PM,1,Up,4
103,12:05:00 PM,5,Up,6
104,12:05:00 PM,4,Down,3
105,12:05:00 PM,2,Up,4
106,12:05:00 PM,3,Down,1
107,12:05:00 PM,5,Down,1
108,12:05:00 PM,5,Down,3
109,12:05:00 PM,1,Up,4
110,12:06:00 PM,3,Down,1
111,12:06:00 PM,5,Down,1
112,12:06:00 PM,5,Down,1
113,12:06:00 PM,6,Down,1
114,12:06:00 PM,5,Down,1
115,12:06:00 PM,3,Down,1
116,12:06:00 PM,5,Down,1
117,12:06:00 PM,5,Down,1
118,12:06:00 PM,3,Down,1
119,12:06:00 PM,4,Down,1
120,12:06:00 PM,2,Down,1
121,12:06:00 PM,1,Up,3
122,12:06:00 PM,1,Up,6
123,12:06:00 PM,1,Up,6
124,12:06:00 PM,1,Up,5
125,12:06:00 PM,1,Up,3
126,12:06:00 PM,1,Up,6
127,12:06:00 PM,6,Down,5
128,12:06:00 PM,4,Down,2
129,12:06:00 PM,2,Down,1
130,12:06:00 PM,2,Down,1
131,12:06:00 PM,1,Up,3
132,12:06:00 PM,2,Up,4
133,12:07:00 PM,4,Down,1
134,12:07:00 PM,6,Down,1
135,12:07:00 PM,3,Down,1
136,12:07:00 PM,5,Down,1
137,12:07:00 PM,2,Down,1
138,12:07:00 PM,4,Down,1
139,12:07:00 PM,2,Down,1
140,12:07:00 PM,1,Up,2
141,12:07:00 PM,1,Up,2
142,12:07:00 PM,1,Up,6
143,12:07:00 PM,1,Up,2
144,12:07:00 PM,1,Up,6
145,12:07:00 PM,2,Down,1
146,12:07:00 PM,5,Up,6
147,12:07:00 PM,2,Up,5
148,12:07:00 PM,5,Down,3
149,12:07:00 PM,3,Up,5
150,12:07:00 PM,3,Down,1
151,12:08:00 PM,3,Down,1
152,12:08:00 PM,6,Down,1
153,12:08:00 PM,2,Down,1
154,12:08:00 PM,6,Down,1
155,12:08:00 PM,3,Down,1
156,12:08:00 PM,6,Down,1
157,12:08:00 PM,4,Down,1
158,12:08:00 PM,5,Down,1
159,12:08:00 PM,4,Down,1
160,12:08:00 PM,1,Up,6
161,12:08:00 PM,1,Up,4
162,12:08:00 PM,1,Up,6
163,12:08:00 PM,1,Up,5
164,12:08:00 PM,6,Down,3
165,12:08:00 PM,1,Up,3
166,12:08:00 PM,3,Up,6
167,12:09:00 PM,5,Down,1
168,12:09:00 PM,5,Down,1
169,12:09:00 PM,2,Down,1
170,12:09:00 PM,4,Down,1
171,12:09:00 PM,6,Down,1
172,12:09:00 PM,2,Down,1
173,12:09:00 PM,4,Down,1
174,12:09:00 PM,1,Up,5
175,12:09:00 PM,1,Up,4
176,12:09:00 PM,1,Up,3
177,12:09:00 PM,3,Up,4
178,12:09:00 PM,5,Down,1
179,12:09:00 PM,3,Down,1
180,12:09:00 PM,2,Up,6
181,12:09:00 PM,2,Up,3
182,12:10:00 PM,6,Down,1
183,12:10:00 PM,6,Down,1
184,12:10:00 PM,6,Down,1
185,12:10:00 PM,2,Down,1
186,12:10:00 PM,5,Down,1
187,12:10:00 PM,2,Down,1
188,12:10:00 PM,6,Down,1
189,12:10:00 PM,3,Down,1
190,12:10:00 PM,5,Down,1
191,12:10:00 PM,4,Down,1
192,12:10:00 PM,6,Down,1
193,12:10:00 PM,1,Up,2
194,12:10:00 PM,1,Up,3
195,12:10:00 PM,1,Up,4
196,12:10:00 PM,1,Up,5
197,12:10:00 PM,1,Up,3
198,12:10:00 PM,5,Up,6
199,12:10:00 PM,2,Down,1
200,12:10:00 PM,4,Down,1
201,12:10:00 PM,2,Up,4
202,12:10:00 PM,3,Up,6
203,12:10:00 PM,6,Down,1
204,12:11:00 PM,5,Down,1
205,12:11:00 PM,4,Down,1
206,12:11:00 PM,6,Down,1
207,12:11:00 PM,5,Down,1
208,12:11:00 PM,4,Down,1
209,12:11:00 PM,2,Down,1
210,12:11:00 PM,1,Up,2
211,12:11:00 PM,1,Up,4
212,12:11:00 PM,1,Up,2
213,12:11:00 PM,1,Up,5
214,12:11:00 PM,1,Up,5
215,12:11:00 PM,4,Up,5
216,12:11:00 PM,4,Down,2
217,12:11:00 PM,3,Down,2
218,12:11:00 PM,3,Up,6
219,12:11:00 PM,3,Up,6
220,12:12:00 PM,6,Down,1
221,12:12:00 PM,6,Down,1
222,12:12:00 PM,3,Down,1
223,12:12:00 PM,3,Down,1
224,12:12:00 PM,4,Down,1
225,12:12:00 PM,2,Down,1
226,12:12:00 PM,6,Down,1
227,12:12:00 PM,3,Down,1
228,12:12:00 PM,5,Down,1
229,12:12:00 PM,4,Down,1
230,12:12:00 PM,3,Down,1
231,12:12:00 PM,1,Up,3
232,12:12:00 PM,1,Up,5
233,12:12:00 PM,1,Up,3
234,12:12:00 PM,1,Up,5
235,12:12:00 PM,1,Up,2
236,12:12:00 PM,2,Up,5
237,12:12:00 PM,1,Up,2
238,12:12:00 PM,4,Down,2
239,12:13:00 PM,2,Down,1
240,12:13:00 PM,2,Down,1
241,12:13:00 PM,5,Down,1
242,12:13:00 PM,3,Down,1
243,12:13:00 PM,6,Down,1
244,12:13:00 PM,4,Down,1
245,12:13:00 PM,6,Down,1
246,12:13:00 PM,5,Down,1
247,12:13:00 PM,5,Down,1
248,12:13:00 PM,5,Down,1
249,12:13:00 PM,2,Down,1
250,12:13:00 PM,1,Up,2
251,12:13:00 PM,1,Up,3
252,12:13:00 PM,4,Down,1
253,12:13:00 PM,4,Up,5
254,12:13:00 PM,6,Down,5
255,12:14:00 PM,5,Down,1
256,12:14:00 PM,6,Down,1
257,12:14:00 PM,5,Down,1
258,12:14:00 PM,2,Down,1
259,12:14:00 PM,6,Down,1
260,12:14:00 PM,4,Down,1
261,12:14:00 PM,2,Down,1
262,12:14:00 PM,2,Down,1
263,12:14:00 PM,5,Down,1
264,12:14:00 PM,6,Down,1
265,12:14:00 PM,3,Down,1
266,12:14:00 PM,1,Up,6
267,12:14:00 PM,1,Up,4
268,12:14:00 PM,4,Up,6
269,12:14:00 PM,4,Up,6
270,12:14:00 PM,4,Up,6
271,12:14:00 PM,5,Down,1
272,12:14:00 PM,5,Up,6
273,12:14:00 PM,3,Down,2
274,12:15:00 PM,2,Down,1
275,12:15:00 PM,5,Down,1
276,12:15:00 PM,4,Down,1
277,12:15:00 PM,6,Down,1
278,12:15:00 PM,5,Down,1
279,12:15:00 PM,6,Down,1
280,12:15:00 PM,4,Down,1
281,12:15:00 PM,3,Down,1
282,12:15:00 PM,6,Down,1
283,12:15:00 PM,4,Down,1
284,12:15:00 PM,1,Up,5
285,12:15:00 PM,1,Up,5
286,12:15:00 PM,1,Up,2
287,12:15:00 PM,3,Down,2
288,12:15:00 PM,2,Up,6
289,12:15:00 PM,2,Up,5
290,12:15:00 PM,3,Down,2
291,12:15:00 PM,5,Down,3
292,12:15:00 PM,6,Down,1
293,12:15:00 PM,3,Up,4
294,12:16:00 PM,2,Down,1
295,12:16:00 PM,3,Down,1
296,12:16:00 PM,6,Down,1
297,12:16:00 PM,5,Down,1
298,12:16:00 PM,6,Down,1
299,12:16:00 PM,2,Down,1
300,12:16:00 PM,3,Down,1
301,12:16:00 PM,2,Down,1
302,12:16:00 PM,4,Down,1
303,12:16:00 PM,4,Down,1
304,12:16:00 PM,5,Down,1
305,12:16:00 PM,1,Up,5
306,12:16:00 PM,1,Up,2
307,12:16:00 PM,1,Up,5
308,12:16:00 PM,6,Down,2
309,12:16:00 PM,5,Down,3
310,12:16:00 PM,1,Up,6
311,12:16:00 PM,2,Down,1
312,12:16:00 PM,2,Up,5
313,12:16:00 PM,4,Down,2
314,12:17:00 PM,3,Down,1
315,12:17:00 PM,4,Down,1
316,12:17:00 PM,4,Down,1
317,12:17:00 PM,4,Down,1
318,12:17:00 PM,2,Down,1
319,12:17:00 PM,2,Down,1
320,12:17:00 PM,2,Down,1
321,12:17:00 PM,4,Down,1
322,12:17:00 PM,3,Down,1
323,12:17:00 PM,4,Down,1
324,12:17:00 PM,2,Down,1
325,12:17:00 PM,1,Up,3
326,12:17:00 PM,1,Up,6
327,12:17:00 PM,1,Up,4
328,12:17:00 PM,1,Up,4
329,12:17:00 PM,1,Up,5
330,12:17:00 PM,4,Up,6
331,12:17:00 PM,4,Down,1
332,12:17:00 PM,6,Down,4
333,12:17:00 PM,3,Up,5
334,12:17:00 PM,5,Up,6
335,12:17:00 PM,3,Up,4
336,12:17:00 PM,2,Down,1
337,12:18:00 PM,6,Down,1
338,12:18:00 PM,5,Down,1
339,12:18:00 PM,3,Down,1
340,12:18:00 PM,5,Down,1
341,12:18:00 PM,6,Down,1
342,12:18:00 PM,3,Down,1
343,12:18:00 PM,2,Down,1
344,12:18:00 PM,3,Down,1
345,12:18:00 PM,3,Down,1
346,12:18:00 PM,2,Down,1
347,12:18:00 PM,1,Up,5
348,12:18:00 PM,1,Up,4
349,12:18:00 PM,1,Up,2
350,12:18:00 PM,1,Up,4
351,12:18:00 PM,1,Up,6
352,12:18:00 PM,5,Up,6
353,12:18:00 PM,4,Up,6
354,12:18:00 PM,4,Down,2
355,12:18:00 PM,3,Up,6
356,12:19:00 PM,5,Down,1
357,12:19:00 PM,5,Down,1
358,12:19:00 PM,2,Down,1
359,12:19:00 PM,2,Down,1
360,12:19:00 PM,3,Down,1
361,12:19:00 PM,2,Down,1
362,12:19:00 PM,2,Down,1
363,12:19:00 PM,5,Down,1
364,12:19:00 PM,6,Down,1
365,12:19:00 PM,4,Down,1
366,12:19:00 PM,1,Up,6
367,12:19:00 PM,1,Up,3
368,12:19:00 PM,1,Up,5
369,12:19:00 PM,1,Up,4
370,12:19:00 PM,2,Up,6
371,12:19:00 PM,4,Down,2
372,12:19:00 PM,6,Down,2
373,12:19:00 PM,3,Down,1
374,12:20:00 PM,4,Down,1
375,12:20:00 PM,3,Down,1
376,12:20:00 PM,4,Down,1
377,12:20:00 PM,3,Down,1
378,12:20:00 PM,6,Down,1
379,12:20:00 PM,5,Down,1
380,12:20:00 PM,3,Down,1
381,12:20:00 PM,6,Down,1
382,12:20:00 PM,5,Down,1
383,12:20:00 PM,1,Up,3
384,12:20:00 PM,1,Up,2
385,12:20:00 PM,1,Up,6
386,12:20:00 PM,1,Up,5
387,12:20:00 PM,1,Up,3
388,12:20:00 PM,3,Up,5
389,12:20:00 PM,2,Up,6
390,12:20:00 PM,6,Down,4
391,12:20:00 PM,2,Down,1
392,12:21:00 PM,6,Down,1
393,12:21:00 PM,3,Down,1
394,12:21:00 PM,2,Down,1
395,12:21:00 PM,5,Down,1
396,12:21:00 PM,6,Down,1
397,12:21:00 PM,3,Down,1
398,12:21:00 PM,2,Down,1
399,12:21:00 PM,3,Down,1
400,12:21:00 PM,5,Down,1
401,12:21:00 PM,2,Down,1
402,12:21:00 PM,1,Up,6
403,12:21:00 PM,1,Up,6
404,12:21:00 PM,1,Up,5
405,12:21:00 PM,1,Up,2
406,12:21:00 PM,4,Up,5
407,12:21:00 PM,2,Down,1
408,12:21:00 PM,5,Up,6
409,12:21:00 PM,4,Up,6
410,12:21:00 PM,5,Up,6
411,12:21:00 PM,2,Down,1
412,12:21:00 PM,3,Up,5
413,12:22:00 PM,5,Down,1
414,12:22:00 PM,3,Down,1
415,12:22:00 PM,4,Down,1
416,12:22:00 PM,6,Down,1
417,12:22:00 PM,3,Down,1
418,12:22:00 PM,2,Down,1
419,12:22:00 PM,4,Down,1
420,12:22:00 PM,3,Down,1
421,12:22:00 PM,6,Down,1
422,12:22:00 PM,3,Down,1
423,12:22:00 PM,3,Down,1
424,12:22:00 PM,1,Up,2
425,12:22:00 PM,1,Up,4
426,12:22:00 PM,2,Up,4
427,12:22:00 PM,2,Down,1
428,12:22:00 PM,4,Down,2
429,12:22:00 PM,5,Down,1
430,12:22:00 PM,3,Down,2
431,12:23:00 PM,6,Down,1
432,12:23:00 PM,3,Down,1
433,12:23:00 PM,4,Down,1
434,12:23:00 PM,2,Down,1
435,12:23:00 PM,6,Down,1
436,12:23:00 PM,4,Down,1
437,12:23:00 PM,1,Up,5
438,12:23:00 PM,1,Up,4
439,12:23:00 PM,1,Up,3
440,12:23:00 PM,1,Up,6
441,12:23:00 PM,1,Up,5
442,12:23:00 PM,5,Down,4
443,12:23:00 PM,2,Down,1
444,12:24:00 PM,3,Down,1
445,12:24:00 PM,3,Down,1
446,12:24:00 PM,5,Down,1
447,12:24:00 PM,5,Down,1
448,12:24:00 PM,4,Down,1
449,12:24:00 PM,2,Down,1
450,12:24:00 PM,4,Down,1
451,12:24:00 PM,1,Up,5
452,12:24:00 PM,1,Up,2
453,12:24:00 PM,6,Down,3
454,12:24:00 PM,1,Up,6
455,12:24:00 PM,2,Down,1
456,12:24:00 PM,2,Up,5
457,12:24:00 PM,6,Down,5
458,12:24:00 PM,6,Down,5
459,12:24:00 PM,3,Down,2
460,12:24:00 PM,3,Down,1
461,12:25:00 PM,2,Down,1
462,12:25:00 PM,6,Down,1
463,12:25:00 PM,4,Down,1
464,12:25:00 PM,5,Down,1
465,12:25:00 PM,2,Down,1
466,12:25:00 PM,2,Down,1
467,12:25:00 PM,4,Down,1
468,12:25:00 PM,3,Down,1
469,12:25:00 PM,5,Down,1
470,12:25:00 PM,3,Down,1
471,12:25:00 PM,5,Down,1
472,12:25:00 PM,1,Up,5
473,12:25:00 PM,1,Up,4
474,12:25:00 PM,1,Up,5
475,12:25:00 PM,4,Down,3
476,12:25:00 PM,2,Down,1
477,12:25:00 PM,2,Up,4
478,12:25:00 PM,4,Down,2
479,12:26:00 PM,6,Down,1
480,12:26:00 PM,2,Down,1
481,12:26:00 PM,2,Down,1
482,12:26:00 PM,5,Down,1
483,12:26:00 PM,2,Down,1
484,12:26:00 PM,4,Down,1
485,12:26:00 PM,6,Down,1
486,12:26:00 PM,1,Up,6
487,12:26:00 PM,1,Up,4
488,12:26:00 PM,1,Up,4
489,12:26:00 PM,1,Up,4
490,12:26:00 PM,1,Up,2
491,12:26:00 PM,1,Up,6
492,12:26:00 PM,2,Up,3
493,12:26:00 PM,4,Down,3
494,12:26:00 PM,5,Down,3
495,12:26:00 PM,5,Up,6
496,12:27:00 PM,6,Down,1
497,12:27:00 PM,4,Down,1
498,12:27:00 PM,3,Down,1
499,12:27:00 PM,5,Down,1
500,12:27:00 PM,2,Down,1
501,12:27:00 PM,2,Down,1
502,12:27:00 PM,6,Down,1
503,12:27:00 PM,2,Down,1
504,12:27:00 PM,1,Up,6
505,12:27:00 PM,1,Up,3
506,12:27:00 PM,1,Up,6
507,12:27:00 PM,1,Up,5
508,12:27:00 PM,1,Up,4
509,12:27:00 PM,3,Up,4
510,12:27:00 PM,3,Up,6
511,12:27:00 PM,2,Down,1
512,12:27:00 PM,3,Up,6
513,12:27:00 PM,5,Up,6
514,12:28:00 PM,4,Down,1
515,12:28:00 PM,5,Down,1
516,12:28:00 PM,5,Down,1
517,12:28:00 PM,2,Down,1
518,12:28:00 PM,5,Down,1
519,12:28:00 PM,2,Down,1
520,12:28:00 PM,2,Down,1
521,12:28:00 PM,5,Down,1
522,12:28:00 PM,3,Down,1
523,12:28:00 PM,1,Up,3
524,12:28:00 PM,1,Up,6
525,12:28:00 PM,1,Up,5
526,12:28:00 PM,1,Up,3
527,12:28:00 PM,2,Down,1
528,12:28:00 PM,6,Down,2
529,12:28:00 PM,5,Down,2
530,12:28:00 PM,4,Up,5
531,12:29:00 PM,5,Down,1
532,12:29:00 PM,4,Down,1
533,12:29:00 PM,4,Down,1
534,12:29:00 PM,3,Down,1
535,12:29:00 PM,6,Down,1
536,12:29:00 PM,3,Down,1
537,12:29:00 PM,6,Down,1
538,12:29:00 PM,5,Down,1
539,12:29:00 PM,6,Down,1
540,12:29:00 PM,1,Up,2
541,12:29:00 PM,1,Up,2
542,12:29:00 PM,1,Up,5
543,12:29:00 PM,2,Up,6
544,12:29:00 PM,5,Up,6
545,12:29:00 PM,2,Up,4
546,12:29:00 PM,2,Down,1
547,12:29:00 PM,2,Up,3
548,12:29:00 PM,5,Down,2
549,12:29:00 PM,6,Down,5
550,12:30:00 PM,5,Down,1
551,12:30:00 PM,4,Down,1
552,12:30:00 PM,6,Down,1
553,12:30:00 PM,4,Down,1
554,12:30:00 PM,3,Down,1
555,12:30:00 PM,5,Down,1
556,12:30:00 PM,6,Down,1
557,12:30:00 PM,4,Down,1
558,12:30:00 PM,2,Down,1
559,12:30:00 PM,3,Down,1
560,12:30:00 PM,1,Up,6
561,12:30:00 PM,1,Up,6
562,12:30:00 PM,3,Up,6
563,12:30:00 PM,5,Up,6
564,12:30:00 PM,5,Down,2
565,12:30:00 PM,2,Down,1
566,12:30:00 PM,2,Down,1
567,12:30:00 PM,4,Up,5
568,12:30:00 PM,1,Up,3
569,12:31:00 PM,3,Down,1
570,12:31:00 PM,2,Down,1
571,12:31:00 PM,5,Down,1
572,12:31:00 PM,4,Down,1
573,12:31:00 PM,2,Down,1
574,12:31:00 PM,1,Up,4
575,12:31:00 PM,1,Up,4
576,12:31:00 PM,4,Down,3
577,12:31:00 PM,6,Down,4
578,12:31:00 PM,4,Down,2
579,12:32:00 PM,6,Down,1
580,12:32:00 PM,2,Down,1
581,12:32:00 PM,4,Down,1
582,12:32:00 PM,4,Down,1
583,12:32:00 PM,4,Down,1
584,12:32:00 PM,2,Down,1
585,12:32:00 PM,3,Down,1
586,12:32:00 PM,4,Down,1
587,12:32:00 PM,5,Down,1
588,12:32:00 PM,1,Up,3
589,12:32:00 PM,1,Up,3
590,12:32:00 PM,1,Up,6
591,12:32:00 PM,4,Up,5
592,12:32:00 PM,4,Up,5
593,12:32:00 PM,2,Up,6
594,12:32:00 PM,3,Down,1
595,12:32:00 PM,2,Down,1
596,12:32:00 PM,4,Up,5
597,12:32:00 PM,1,Up,3
598,12:32:00 PM,1,Up,4
599,12:33:00 PM,6,Down,1
600,12:33:00 PM,5,Down,1
601,12:33:00 PM,5,Down,1
602,12:33:00 PM,3,Down,1
603,12:33:00 PM,5,Down,1
604,12:33:00 PM,2,Down,1
605,12:33:00 PM,6,Down,1
606,12:33:00 PM,6,Down,1
607,12:33:00 PM,4,Down,1
608,12:33:00 PM,1,Up,4
609,12:33:00 PM,1,Up,5
610,12:33:00 PM,1,Up,6
611,12:33:00 PM,1,Up,6
612,12:33:00 PM,4,Down,2
613,12:33:00 PM,5,Down,1
614,12:33:00 PM,2,Up,5
615,12:33:00 PM,5,Down,3
616,12:33:00 PM,2,Up,4
617,12:33:00 PM,3,Down,2
618,12:33:00 PM,4,Down,1
619,12:33:00 PM,3,Up,6
620,12:34:00 PM,4,Down,1
621,12:34:00 PM,6,Down,1
622,12:34:00 PM,4,Down,1
623,12:34:00 PM,4,Down,1
624,12:34:00 PM,6,Down,1
625,12:34:00 PM,5,Down,1
626,12:34:00 PM,1,Up,3
627,12:34:00 PM,1,Up,5
628,12:34:00 PM,5,Up,6
629,12:34:00 PM,5,Down,1
630,12:35:00 PM,6,Down,1
631,12:35:00 PM,4,Down,1
632,12:35:00 PM,2,Down,1
633,12:35:00 PM,4,Down,1
634,12:35:00 PM,6,Down,1
635,12:35:00 PM,3,Down,1
636,12:35:00 PM,4,Down,1
637,12:35:00 PM,1,Up,3
638,12:35:00 PM,1,Up,5
639,12:35:00 PM,1,Up,6
640,12:35:00 PM,4,Up,6
641,12:35:00 PM,2,Down,1
642,12:35:00 PM,4,Up,5
643,12:35:00 PM,2,Up,6
644,12:35:00 PM,3,Up,5
645,12:36:00 PM,6,Down,1
646,12:36:00 PM,2,Down,1
647,12:36:00 PM,6,Down,1
648,12:36:00 PM,4,Down,1
649,12:36:00 PM,4,Down,1
650,12:36:00 PM,1,Up,6
651,12:36:00 PM,1,Up,3
652,12:36:00 PM,1,Up,4
653,12:36:00 PM,6,Down,3
654,12:36:00 PM,2,Down,1
655,12:36:00 PM,2,Down,1
656,12:36:00 PM,5,Down,2
657,12:36:00 PM,1,Up,5
658,12:36:00 PM,4,Down,3
659,12:36:00 PM,1,Up,4
660,12:37:00 PM,5,Down,1
661,12:37:00 PM,6,Down,1
662,12:37:00 PM,5,Down,1
663,12:37:00 PM,4,Down,1
664,12:37:00 PM,3,Down,1
665,12:37:00 PM,2,Down,1
666,12:37:00 PM,4,Down,1
667,12:37:00 PM,2,Down,1
668,12:37:00 PM,5,Down,1
669,12:37:00 PM,1,Up,3
670,12:37:00 PM,1,Up,4
671,12:37:00 PM,1,Up,5
672,12:37:00 PM,1,Up,6
673,12:37:00 PM,2,Down,1
674,12:37:00 PM,3,Down,1
675,12:37:00 PM,3,Up,5
676,12:37:00 PM,4,Down,1
677,12:37:00 PM,6,Down,4
678,12:37:00 PM,2,Down,1
679,12:37:00 PM,1,Up,3
680,12:37:00 PM,2,Down,1
681,12:38:00 PM,6,Down,1
682,12:38:00 PM,6,Down,1
683,12:38:00 PM,2,Down,1
684,12:38:00 PM,3,Down,1
685,12:38:00 PM,6,Down,1
686,12:38:00 PM,3,Down,1
687,12:38:00 PM,4,Down,1
688,12:38:00 PM,4,Down,1
689,12:38:00 PM,5,Down,1
690,12:38:00 PM,1,Up,5
691,12:38:00 PM,1,Up,4
692,12:38:00 PM,1,Up,5
693,12:38:00 PM,1,Up,2
694,12:38:00 PM,1,Up,5
695,12:38:00 PM,2,Up,6
696,12:38:00 PM,4,Down,3
697,12:38:00 PM,2,Up,5
698,12:38:00 PM,5,Down,2
699,12:39:00 PM,4,Down,1
700,12:39:00 PM,3,Down,1
701,12:39:00 PM,3,Down,1
702,12:39:00 PM,6,Down,1
703,12:39:00 PM,6,Down,1
704,12:39:00 PM,2,Down,1
705,12:39:00 PM,3,Down,1
706,12:39:00 PM,1,Up,4
707,12:39:00 PM,1,Up,3
708,12:39:00 PM,1,Up,3
709,12:39:00 PM,5,Down,4
710,12:39:00 PM,6,Down,3
711,12:39:00 PM,1,Up,6
712,12:39:00 PM,4,Down,3
713,12:40:00 PM,4,Down,1
714,12:40:00 PM,4,Down,1
715,12:40:00 PM,3,Down,1
716,12:40:00 PM,2,Down,1
717,12:40:00 PM,5,Down,1
718,12:40:00 PM,2,Down,1
719,12:40:00 PM,4,Down,1
720,12:40:00 PM,4,Down,1
721,12:40:00 PM,1,Up,3
722,12:40:00 PM,1,Up,6
723,12:40:00 PM,1,Up,3
724,12:40:00 PM,1,Up,3
725,12:40:00 PM,1,Up,5
726,12:40:00 PM,3,Down,1
727,12:40:00 PM,5,Up,6
728,12:40:00 PM,3,Down,1
729,12:40:00 PM,3,Up,6
730,12:41:00 PM,4,Down,1
731,12:41:00 PM,6,Down,1
732,12:41:00 PM,5,Down,1
733,12:41:00 PM,2,Down,1
734,12:41:00 PM,5,Down,1
735,12:41:00 PM,1,Up,4
736,12:41:00 PM,1,Up,5
737,12:41:00 PM,1,Up,3
738,12:41:00 PM,1,Up,5
739,12:41:00 PM,1,Up,2
740,12:41:00 PM,4,Up,5
741,12:41:00 PM,1,Up,4
742,12:41:00 PM,2,Up,5
743,12:41:00 PM,6,Down,3
744,12:41:00 PM,2,Down,1
745,12:41:00 PM,5,Down,2
746,12:42:00 PM,5,Down,1
747,12:42:00 PM,3,Down,1
748,12:42:00 PM,5,Down,1
749,12:42:00 PM,6,Down,1
750,12:42:00 PM,5,Down,1
751,12:42:00 PM,6,Down,1
752,12:42:00 PM,3,Down,1
753,12:42:00 PM,3,Down,1
754,12:42:00 PM,4,Down,1
755,12:42:00 PM,4,Down,1
756,12:42:00 PM,4,Down,1
757,12:42:00 PM,1,Up,5
758,12:42:00 PM,1,Up,6
759,12:42:00 PM,1,Up,2
760,12:42:00 PM,2,Up,5
761,12:42:00 PM,3,Up,4
762,12:42:00 PM,3,Down,1
763,12:42:00 PM,6,Down,5
764,12:42:00 PM,4,Down,1
765,12:43:00 PM,3,Down,1
766,12:43:00 PM,4,Down,1
767,12:43:00 PM,4,Down,1
768,12:43:00 PM,4,Down,1
769,12:43:00 PM,5,Down,1
770,12:43:00 PM,4,Down,1
771,12:43:00 PM,1,Up,3
772,12:43:00 PM,1,Up,3
773,12:43:00 PM,1,Up,2
774,12:43:00 PM,1,Up,2
