Episode,Wait Time,Service Time,Energy Usage,Total Reward,Correct Drop-Offs
105,25950.0,100.0,1221,-205460.0000000022,265
106,25950.0,1535.0,1228,-222662.89999999793,260
107,25950.0,8825.0,1178,1429689.4499999874,255
108,25860.0,30.0,1192,1179799.5000000037,266
109,25860.0,1810.0,1247,1173240.24999999,262
110,25860.0,890.0,1201,1184973.8499999833,260
111,25860.0,200.0,1206,88283.40000000174,264
112,25860.0,725.0,1228,425961.25000000256,265
113,25860.0,105.0,1234,188345.20000000094,268
114,25860.0,45.0,1183,-13351.149999994013,266
115,25950.0,455.0,1203,-860028.1499999933,263
116,25860.0,375.0,1229,325894.9499999958,265
117,25980.0,0.0,1167,550655.2499999987,267
118,25860.0,155.0,1185,82573.39999998943,265
119,26070.0,13035.0,1243,1183721.8499999987,252
120,25950.0,6325.0,1175,930947.9000000018,252
121,25860.0,1290.0,1208,211756.9500000056,264
122,25860.0,4745.0,1185,1689959.3999999869,256
123,29010.0,5155.0,1234,49454.05000000913,248
124,26670.0,1250.0,1205,870216.3999999873,259
125,25860.0,585.0,1218,156722.74999999788,264
126,25860.0,555.0,1261,1533155.299999984,266
127,25890.0,165.0,1219,1366522.2999999768,267
128,25860.0,495.0,1185,-142573.45000000013,263
129,25860.0,250.0,1190,612619.4999999965,264
130,25860.0,150.0,1229,860836.0999999812,264
131,25860.0,1090.0,1210,347130.8000000031,264
132,25860.0,170.0,1228,29363.09999999951,268
133,25860.0,230.0,1222,-356737.9999999921,267
134,25860.0,420.0,1190,665427.6500000041,266
135,25860.0,10055.0,1196,1492684.0499999993,255
136,25860.0,1780.0,1210,287722.80000000773,263
137,25860.0,995.0,1233,815165.4999999995,261
138,25860.0,575.0,1202,-247338.8499999999,266
139,25860.0,80.0,1244,1097168.5499999812,265
140,25950.0,70.0,1221,180284.30000000616,264
141,25860.0,555.0,1191,-883853.3499999926,265
142,25860.0,1845.0,1265,1584045.54999998,261
143,25860.0,460.0,1255,1097765.899999982,263
144,25860.0,625.0,1220,-552362.5499999917,263
145,25860.0,975.0,1241,391051.99999999936,264
146,25980.0,0.0,1184,153718.5499999972,268
147,25950.0,295.0,1188,328913.94999997935,263
148,25950.0,110.0,1248,1276788.099999983,265
149,25860.0,1380.0,1216,180729.59999998682,260
150,26670.0,5705.0,1222,1266335.9999999849,252
151,25950.0,0.0,1234,-167101.64999999775,266
152,25950.0,625.0,1192,162424.4999999972,262
153,25860.0,1625.0,1242,642047.149999999,262
154,25950.0,705.0,1160,89616.14999998134,262
155,25860.0,525.0,1181,-482380.9999999964,263
156,28560.0,1165.0,1222,670195.1499999971,258
157,25950.0,895.0,1205,823901.3999999999,260
158,25950.0,200.0,1263,-149658.2999999916,264
159,25860.0,0.0,1253,16083.500000005006,269
160,25860.0,790.0,1233,-489219.64999999123,260
161,25860.0,5840.0,1205,960882.3999999824,254
162,25950.0,70.0,1232,-777275.3500000023,264
163,25950.0,140.0,1243,246044.99999999325,265
164,25860.0,360.0,1250,-26272.04999999443,262
165,25860.0,70.0,1169,219024.80000000593,267
166,25980.0,410.0,1230,-186712.34999999884,262
167,25860.0,100.0,1233,1334253.3499999873,267
168,25950.0,385.0,1186,-37223.74999999866,263
169,28560.0,1175.0,1180,1499635.2999999863,255
170,26670.0,2405.0,1212,-11041.499999997613,255
171,25860.0,60.0,1271,-421646.3499999929,268
172,25950.0,625.0,1256,598275.6000000006,260
173,25860.0,540.0,1235,648754.7499999836,265
174,25950.0,205.0,1218,175987.45000001072,264
175,25860.0,640.0,1196,784577.0499999931,263
176,25860.0,1200.0,1234,858516.199999979,265
177,25860.0,255.0,1229,-345198.1999999959,268
178,25950.0,0.0,1219,1282367.5999999917,266
179,25860.0,1385.0,1193,-217410.49999999895,263
180,26670.0,5290.0,1220,412347.3000000025,257
181,25950.0,9835.0,1147,2239186.249999984,255
182,25860.0,695.0,1250,341053.79999999783,260
183,25860.0,705.0,1233,351718.49999999674,264
184,25860.0,1060.0,1279,-417219.55000000144,262
185,25860.0,2840.0,1115,575543.0500000063,261
186,25860.0,1530.0,1225,789380.4000000012,262
187,25860.0,760.0,1216,757996.599999996,262
188,25950.0,1120.0,1230,670713.8000000066,260
189,25860.0,525.0,1176,155745.89999998233,264
190,25860.0,140.0,1237,-373276.2499999936,264
191,25950.0,380.0,1219,635642.2999999991,264
192,25950.0,180.0,1216,-211426.09999999602,265
193,26220.0,3295.0,1219,-557923.5499999935,254
194,26580.0,11620.0,1199,1762628.4499999993,247
195,25950.0,305.0,1201,-81169.99999999971,260
196,25950.0,1060.0,1195,1095646.0499999947,262
197,25950.0,255.0,1203,402472.84999999835,264
198,25860.0,245.0,1222,315849.85000000085,266
199,25950.0,555.0,1192,176028.35000000405,261
200,25950.0,3950.0,1180,1803141.149999991,257
201,25860.0,2475.0,1229,18793.80000000389,261
202,25950.0,0.0,1231,375983.6500000046,266
203,25950.0,365.0,1239,-360174.55000000243,262
204,25950.0,2145.0,1241,-243736.69999999218,262
205,25950.0,0.0,1173,1974392.3499999777,266
206,25950.0,1990.0,1226,845364.3999999987,260
207,25950.0,110.0,1237,-214512.2499999972,265
208,25950.0,4375.0,1184,2180342.84999997,259
209,25950.0,715.0,1245,878606.399999992,263
210,25950.0,2100.0,1240,248172.30000000529,258
211,25950.0,310.0,1282,-237403.99999999464,264
212,25950.0,110.0,1249,-363150.3499999976,265
213,25980.0,690.0,1243,582703.0000000031,261
214,25950.0,1490.0,1209,1726682.9499999848,259
215,25950.0,65.0,1219,317921.4500000047,265
216,25950.0,320.0,1260,-19874.999999995474,264
217,25860.0,175.0,1204,580618.6999999889,263
218,25950.0,325.0,1240,-86164.84999999915,264
219,25860.0,15.0,1226,817774.3999999941,266
220,25860.0,510.0,1207,621218.1000000018,264
221,25950.0,35.0,1216,1422990.7499999953,265
222,25890.0,120.0,1234,226698.049999999,266
223,26970.0,11335.0,1163,2421938.8500000113,246
224,25860.0,2450.0,1230,689174.8000000017,264
225,25860.0,625.0,1214,-208974.64999999554,267
226,26310.0,2655.0,1195,857586.049999996,256
227,25860.0,1365.0,1236,-620978.2499999934,260
228,26670.0,5135.0,1179,-155534.54999999178,254
229,25860.0,460.0,1236,-800488.2499999986,261
230,25950.0,115.0,1274,273362.20000000787,265
231,25860.0,245.0,1219,608990.599999998,264
232,25950.0,1475.0,1211,1631403.4999999776,259
233,25950.0,280.0,1243,687451.8500000135,264
234,26310.0,10575.0,1172,2203829.4999999916,248
235,25950.0,6695.0,1192,1366151.4999999993,254
236,25860.0,135.0,1222,-823981.9999999929,265
237,25860.0,630.0,1184,1464208.399999984,260
238,25950.0,275.0,1205,266934.69999999175,264
239,25860.0,505.0,1190,-336574.04999999993,266
240,29070.0,8120.0,1255,1077992.0500000021,243
241,28650.0,3345.0,1120,1874711.999999986,253
242,25860.0,1200.0,1238,458009.4499999964,260
243,25950.0,4430.0,1241,305783.15000000154,257
244,25950.0,320.0,1288,-364321.0500000028,264
245,31260.0,33300.0,1161,1854064.1499999922,222
246,25950.0,95.0,1254,-171939.9499999957,265
247,28650.0,7165.0,1193,1213406.2000000004,243
248,26940.0,6310.0,1251,32896.80000000482,248
249,25950.0,1275.0,1241,492842.9999999971,262
250,25860.0,1450.0,1255,1362129.0499999865,261
251,26070.0,625.0,1231,207325.3499999825,262
252,25950.0,1670.0,1251,-832503.4999999951,263
253,25860.0,355.0,1204,1826893.8499999775,261
254,26190.0,175.0,1249,186176.6499999874,265
255,25950.0,85.0,1229,-36551.900000006775,265
256,25860.0,1085.0,1170,1616054.649999977,261
257,25950.0,365.0,1198,42332.44999999889,262
258,26070.0,5.0,1184,1423803.5499999842,264
259,25860.0,570.0,1224,-144956.2999999985,261
260,25950.0,160.0,1216,-57281.09999999445,265
261,25950.0,7905.0,1223,1637813.8500000034,253
262,25860.0,170.0,1243,-385858.4499999946,266
263,26580.0,175.0,1232,1317216.3499999945,263
264,25860.0,0.0,1195,1452479.899999986,269
265,25950.0,270.0,1218,-343974.6999999965,264
266,25860.0,1300.0,1219,1677197.4499999913,266
267,26580.0,4695.0,1171,2222796.499999995,255
268,25860.0,1115.0,1234,1082046.0499999996,259
269,26070.0,85.0,1263,440055.84999998764,263
270,25860.0,240.0,1230,298579.6499999969,265
271,50250.0,26415.0,1219,1718218.5999999936,199
272,25950.0,2330.0,1161,1400531.1499999932,261
273,25860.0,455.0,1185,407222.3999999938,265
274,25950.0,12335.0,1202,1641060.8499999945,251
275,25860.0,2440.0,1185,2113284.549999964,263
276,25980.0,1190.0,1196,1042276.7499999733,260
277,26670.0,4785.0,1208,1033047.099999984,252
278,29340.0,12380.0,1159,1370518.3000000063,239
279,25950.0,2605.0,1167,1473869.2499999786,257
280,26310.0,2010.0,1204,-340429.29999999446,256
281,25860.0,1545.0,1208,492660.2499999938,258
282,25860.0,95.0,1216,-449147.9499999915,264
283,27030.0,6600.0,1174,2694098.1999999797,249
284,26310.0,5820.0,1254,1480308.8999999978,252
285,25860.0,180.0,1170,472390.7999999912,266
286,26310.0,6670.0,1212,947727.3499999994,249
287,28650.0,2435.0,1183,1532130.849999988,252
288,25860.0,185.0,1217,355627.60000000475,264
289,25860.0,3615.0,1226,970255.5500000096,260
290,26070.0,0.0,1225,1851.399999993504,264
291,25860.0,260.0,1169,-364078.1999999998,263
292,25860.0,1260.0,1198,-174263.55000000072,258
293,25950.0,245.0,1179,284797.3000000027,263
294,25950.0,3600.0,1186,859072.2500000023,256
295,25950.0,195.0,1177,342775.3499999866,263
296,26070.0,180.0,1223,-479461.14999998914,263
297,25980.0,510.0,1199,985469.4499999976,261
298,25860.0,505.0,1180,-10332.849999996382,266
299,25860.0,2480.0,1247,563145.2499999991,260
300,28560.0,1945.0,1154,2086838.1999999746,258
301,26580.0,290.0,1229,-15362.049999991068,265
302,25950.0,2750.0,1230,1021119.6499999971,261
303,25950.0,0.0,1173,1556477.349999969,266
304,25860.0,895.0,1264,2041298.8499999808,264
305,28650.0,4420.0,1108,2396141.099999994,242
306,36240.0,22490.0,1237,1594267.7500000033,215
307,25860.0,90.0,1237,-272884.39999999234,267
308,25950.0,475.0,1239,-277921.6999999941,261
309,25860.0,7995.0,1213,1048273.4999999974,254
310,25860.0,2350.0,1224,-238441.29999999778,258
311,26460.0,13525.0,1176,1037620.9000000008,243
312,25950.0,2595.0,1162,1748799.8499999684,257
313,25860.0,450.0,1249,337499.1000000006,266
314,25950.0,100.0,1138,1882546.749999971,265
315,25860.0,1270.0,1202,-231706.8499999923,259
316,25950.0,415.0,1271,-625517.6500000004,264
317,26310.0,2165.0,1198,1285361.4499999913,256
318,25860.0,0.0,1249,110217.79999999999,269
319,28830.0,13715.0,1216,1946984.7499999949,234
320,25860.0,265.0,1168,317835.0999999991,265
321,26370.0,14295.0,1220,1580400.1500000048,243
322,25860.0,1015.0,1213,-4.64999998777057,266
323,25860.0,95.0,1213,613821.1999999773,268
324,25860.0,45.0,1288,-475527.89999999874,266
325,25860.0,150.0,1240,221148.4500000038,264
326,26310.0,11985.0,1175,2027900.049999977,243
327,25950.0,12780.0,1131,2151588.649999992,253
328,25860.0,660.0,1107,1888882.100000002,263
329,25860.0,0.0,1291,65107.349999997125,269
330,25980.0,450.0,1266,-433521.5999999958,264
331,25860.0,215.0,1242,185939.15000000247,263
332,25950.0,290.0,1222,233618.8499999964,264
333,29070.0,12610.0,1149,2895160.949999975,235
334,25860.0,0.0,1246,-804491.749999991,269
335,25860.0,1015.0,1190,1752504.799999969,262
336,28830.0,17140.0,1205,954452.6999999923,240
337,29430.0,10885.0,1228,949141.9499999969,237
338,25950.0,100.0,1208,-477220.0499999908,265
339,25860.0,775.0,1239,1858342.2999999882,267
340,25980.0,0.0,1221,1139679.1499999752,267
341,27420.0,9575.0,1263,467337.7000000036,249
342,25860.0,1320.0,1179,651136.2999999976,266
343,25950.0,13120.0,1167,1353102.3999999803,257
344,26670.0,11620.0,1194,2615182.0499999896,245
345,26310.0,6770.0,1153,1010525.1999999853,247
346,25950.0,245.0,1239,66314.29999999772,264
347,25950.0,575.0,1221,314050.0000000046,262
348,27390.0,16045.0,1129,2485199.9499999844,241
349,25950.0,255.0,1310,79016.94999999623,264
350,25950.0,1165.0,1199,-117571.69999999419,260
351,25950.0,0.0,1217,379288.7499999897,266
352,25860.0,1100.0,1210,-14524.049999995448,264
353,26310.0,6235.0,1261,760745.0000000116,250
354,25950.0,280.0,1200,430666.14999999525,262
355,25950.0,655.0,1233,469767.5000000048,262
356,25950.0,0.0,1282,-132638.84999999686,266
357,26220.0,6025.0,1219,774446.1500000046,251
358,25860.0,340.0,1203,-113868.29999999769,264
359,28650.0,8180.0,1184,2649315.6999999853,244
360,26670.0,6220.0,1188,2229634.9499999913,251
361,25950.0,2365.0,1220,851689.2999999824,259
362,25860.0,875.0,1239,203254.44999999338,261
363,25860.0,525.0,1176,1487142.899999988,267
364,25860.0,115.0,1236,2385007.899999991,264
365,25860.0,3700.0,1206,1770805.3999999848,258
366,25860.0,270.0,1247,210781.2500000018,263
367,25860.0,130.0,1181,1299094.149999974,265
368,25950.0,110.0,1253,-813831.6499999941,264
369,27900.0,8420.0,1194,1329441.899999996,241
370,28650.0,5095.0,1214,1320701.2000000027,250
371,26070.0,875.0,1194,-557780.9499999923,261
372,31230.0,23125.0,1118,2605327.5999999866,238
373,25860.0,690.0,1251,-241571.50000000157,261
374,25860.0,0.0,1158,904463.5999999843,269
375,32850.0,13120.0,1147,4206287.949999992,235
376,26580.0,5430.0,1162,1474971.8499999898,255
377,25860.0,360.0,1197,305255.5999999884,263
378,26220.0,6400.0,1228,1130322.7999999914,248
379,25860.0,3795.0,1259,295905.60000000003,257
380,25950.0,480.0,1245,479066.54999998386,263
381,25950.0,220.0,1206,1292798.3999999731,264
382,25950.0,120.0,1242,-445003.9999999921,265
383,25860.0,0.0,1208,638634.949999996,269
384,25860.0,405.0,1261,-618420.8499999929,265
385,26100.0,5515.0,1221,255978.99999998877,254
386,27030.0,6610.0,1189,2769497.7999999714,247
387,31260.0,11050.0,1221,1879087.2999999914,232
388,26070.0,360.0,1205,725539.3999999976,262
389,29820.0,10530.0,1202,943253.1500000022,235
390,26610.0,6570.0,1227,431673.25000000594,252
391,25860.0,135.0,1190,1387171.7999999914,265
392,25860.0,540.0,1189,1090504.9499999855,266
393,25860.0,45.0,1208,645451.7999999974,266
394,25860.0,855.0,1243,-216476.14999999752,263
395,25950.0,4530.0,1171,371198.50000000023,255
396,25950.0,5990.0,1184,1713212.6999999841,254
397,25860.0,100.0,1218,804106.4499999849,267
398,25860.0,960.0,1276,-527909.9499999963,262
399,27180.0,15615.0,1221,1274225.1500000008,240
400,25860.0,9400.0,1210,625227.6500000018,254
401,25860.0,210.0,1217,-143933.0999999901,265
402,29070.0,11100.0,1211,729823.6500000004,243
403,27840.0,12345.0,1154,1910017.8999999962,241
404,25860.0,510.0,1234,452884.049999994,262
405,25860.0,6900.0,1173,1019982.3499999986,256
406,28560.0,10800.0,1127,2875670.2499999767,252
407,26670.0,4530.0,1220,-234761.84999999177,251
408,25950.0,185.0,1178,751532.4499999988,263
409,25950.0,670.0,1249,373587.9500000029,263
410,28650.0,17450.0,1163,3273304.550000003,239
411,39540.0,17710.0,1208,2289467.949999983,219
412,25950.0,140.0,1165,2845510.399999963,263
413,25860.0,270.0,1230,837016.9499999947,263
414,25950.0,14435.0,1118,3849062.4499999676,246
415,25860.0,30.0,1162,1278457.0000000019,266
416,25860.0,8405.0,1225,1483697.2499999956,250
417,25860.0,4730.0,1116,2617225.8999999827,256
418,25860.0,565.0,1267,-773555.8999999944,261
419,26070.0,100.0,1194,647126.1999999965,262
420,25950.0,435.0,1201,207138.3000000044,260
421,25950.0,0.0,1192,1592190.4999999932,266
422,28800.0,11270.0,1167,1345339.0999999922,245
423,25860.0,485.0,1174,274002.1999999822,265
424,25950.0,1260.0,1157,441274.44999999745,261
425,25950.0,135.0,1250,-67079.3499999994,265
426,26670.0,5205.0,1225,416224.55000000045,253
427,25950.0,10.0,1163,1859489.8499999682,264
428,25950.0,5490.0,1246,780110.1000000021,254
429,27840.0,8315.0,1267,1748543.2499999877,242
430,25950.0,665.0,1235,526080.7499999987,263
431,25950.0,610.0,1252,-148909.34999999337,260
432,27450.0,14885.0,1112,2284678.6499999827,236
433,25860.0,160.0,1171,2759834.649999962,265
434,25950.0,3280.0,1208,100051.24999999686,257
435,25860.0,105.0,1268,-224509.90000000925,268
436,25860.0,1235.0,1232,683682.2000000058,266
437,25860.0,170.0,1252,2041.4999999935972,265
438,26580.0,5545.0,1199,271477.29999999783,253
439,25860.0,4545.0,1243,597885.7000000095,259
440,28650.0,6025.0,1225,897118.2499999886,249
441,25890.0,17840.0,1143,2638027.999999986,247
442,25950.0,2840.0,1152,2386852.650000005,259
443,25860.0,995.0,1202,-185443.15000000145,263
444,25860.0,605.0,1180,1554936.1499999799,263
445,25860.0,70.0,1268,360367.1000000051,265
446,25860.0,15.0,1186,749496.399999981,266
447,25950.0,90.0,1242,-964351.9999999971,265
448,47400.0,19885.0,1199,795420.449999997,210
449,25860.0,3070.0,1189,1239612.7999999824,258
450,31590.0,10945.0,1206,4050575.2499999646,234
451,25950.0,5270.0,1172,1720572.5,254
452,25950.0,760.0,1237,-567923.2499999958,262
453,25950.0,680.0,1142,2735040.000000002,262
454,25950.0,240.0,1211,643597.4999999868,264
455,31980.0,37795.0,1159,1261687.4500000137,234
456,25950.0,245.0,1274,-58847.799999996365,263
457,25860.0,235.0,1156,-57636.25000000931,263
458,26670.0,6970.0,1247,563769.9500000051,249
459,28110.0,14580.0,1201,2258737.150000014,239
460,27990.0,9475.0,1133,2153770.3499999847,244
461,25860.0,130.0,1208,-986767.8999999914,265
462,25860.0,90.0,1126,1786877.2499999662,266
463,28560.0,12815.0,1147,2210127.0999999894,250
464,25860.0,165.0,1232,710940.3499999944,265
465,25860.0,75.0,1183,317215.0000000027,266
466,25950.0,1870.0,1161,1243217.2999999875,259
467,27030.0,6830.0,1173,1642532.3499999775,247
468,26430.0,10165.0,1212,1586213.2000000016,244
469,25950.0,460.0,1247,151200.09999998286,261
470,25950.0,6060.0,1207,843202.0999999938,255
471,25950.0,100.0,1207,1715989.0999999784,265
472,25860.0,175.0,1231,-74288.34999999689,265
473,25950.0,100.0,1271,-121833.3500000001,265
474,30870.0,15525.0,1241,1247409.8500000006,227
475,28200.0,29520.0,1095,2066709.04999999,228
476,25860.0,75.0,1233,355280.0500000024,266
477,31710.0,18045.0,1158,3182401.599999982,222
478,50160.0,19070.0,1114,197278.0499999848,223
479,25860.0,4390.0,1231,726123.4999999807,255
480,30150.0,9210.0,1176,1115223.8999999932,243
481,29010.0,7395.0,1191,2888667.499999961,237
482,26580.0,8565.0,1129,2388483.7999999793,251
483,29820.0,13160.0,1215,1078572.9000000006,237
484,26640.0,7635.0,1235,1895179.0499999914,251
485,25950.0,10420.0,1180,1223756.1499999964,253
486,26670.0,6530.0,1253,691146.1999999969,252
487,25950.0,110.0,1177,-2376419.250000019,264
488,25950.0,2905.0,1232,-734166.3499999966,258
489,25950.0,11505.0,1184,1262738.6999999979,243
490,25950.0,0.0,1234,82915.19999999925,266
491,25980.0,33570.0,1152,1309525.6500000083,247
492,32490.0,15350.0,1240,1559029.1500000064,227
493,25860.0,7865.0,1194,2081145.0499999998,252
494,27840.0,5740.0,1194,-105085.94999998965,246
495,25950.0,770.0,1135,336751.89999998594,258
496,26220.0,3240.0,1267,161776.1000000009,255
497,25950.0,2660.0,1223,804447.8499999932,259
498,25860.0,220.0,1239,337841.6000000009,266
499,25860.0,315.0,1245,1559772.5499999784,264
500,25950.0,7930.0,1220,2833761.450000001,248
501,25950.0,115.0,1264,-727330.2999999981,265
502,26580.0,5485.0,1267,1325400.0999999894,255
503,29010.0,12835.0,1213,1101095.3499999985,232
504,25860.0,1040.0,1289,722108.0999999855,266
505,35460.0,14275.0,1182,2342552.849999975,225
506,25860.0,0.0,1157,989713.59999998,269
507,25860.0,3825.0,1268,1392585.7999999917,256
508,40260.0,14975.0,1108,1535310.949999992,219
509,26670.0,40235.0,1157,1097044.9000000118,243
510,29340.0,10955.0,1223,1310773.8500000017,235
511,25950.0,6885.0,1224,927051.3999999883,253
512,26940.0,6675.0,1151,2969765.6499999794,248
513,26310.0,11275.0,1105,1798385.399999981,247
514,26580.0,3790.0,1265,573983.3999999997,257
515,34020.0,13945.0,1187,1105635.3999999862,228
516,32940.0,11635.0,1177,968892.899999985,239
517,25860.0,335.0,1202,-379242.29999999783,265
518,25980.0,3575.0,1216,1203018.049999996,258
519,53970.0,9270.0,1176,220786.04999997985,223
520,25860.0,260.0,1253,-687406.5000000019,267
521,25950.0,0.0,1297,-100514.09999999497,266
522,26580.0,6480.0,1256,1788110.7499999888,254
523,26310.0,7600.0,1244,877166.7000000073,248
524,25950.0,16925.0,1137,4189907.599999948,244
525,28560.0,8990.0,1200,1532414.299999996,248
526,25950.0,240.0,1250,-247417.3499999938,264
527,25950.0,8720.0,1130,2441920.799999985,245
528,60750.0,22190.0,1174,-2244115.050000022,217
529,25950.0,0.0,1240,-763386.5499999984,266
530,28140.0,16220.0,1177,4663239.749999957,233
531,25950.0,8095.0,1189,1429584.650000006,253
532,25860.0,12550.0,1204,1431807.5499999993,247
533,25950.0,4995.0,1231,-156336.19999999306,255
534,70170.0,30840.0,1166,-3386661.300000005,222
535,25860.0,1285.0,1266,609128.2499999963,263
536,25860.0,305.0,1175,1272537.6499999834,264
537,25950.0,765.0,1128,2522712.0999999708,261
538,26670.0,11790.0,1097,3537242.4499999867,244
539,25860.0,70.0,1191,1000399.7999999826,267
540,25860.0,175.0,1210,-146158.34999999515,266
541,29040.0,19790.0,1054,4023386.1999999518,228
542,25860.0,75.0,1237,623724.7499999809,266
543,25980.0,180.0,1271,709110.6499999908,266
544,26670.0,24610.0,1069,2209840.799999972,241
545,25860.0,160.0,1115,2849156.049999965,267
546,25950.0,90.0,1244,-24429.14999999659,265
547,30630.0,9635.0,1221,2238719.1499999766,235
548,27900.0,10580.0,1120,-275444.4000000288,252
549,25860.0,90.0,1233,492074.35000000335,268
550,25920.0,17785.0,1197,2303644.5999999885,243
551,25860.0,1165.0,1203,369588.8499999979,262
552,25980.0,355.0,1294,178048.19999999966,262
553,30930.0,11275.0,1192,1468848.3499999985,233
554,29850.0,12715.0,1226,1570074.4000000064,238
555,25860.0,0.0,1213,601690.2000000031,269
556,25860.0,120.0,1211,-309566.2000000013,268
557,25860.0,480.0,1281,1189111.149999994,268
558,25860.0,90.0,1270,-434416.1999999915,266
559,25860.0,3575.0,1311,599329.499999999,256
