Passenger ID,Time (seconds),Floor,Direction (Up/Down),Destination Floor
129,420.0,1,Up,4
130,420.0,1,Up,3
131,420.0,1,Up,4
132,420.0,1,Up,2
133,420.0,1,Up,2
134,420.0,1,Up,2
135,420.0,1,Up,3
136,420.0,1,Up,5
137,420.0,1,Up,6
138,450.0,1,Up,3
139,450.0,1,Up,5
140,450.0,1,Up,6
141,450.0,1,Up,2
142,450.0,1,Up,2
143,450.0,1,Up,5
144,450.0,1,Up,2
145,450.0,1,Up,5
146,480.0,1,Up,3
147,480.0,1,Up,5
148,480.0,1,Up,4
149,480.0,1,Up,2
150,480.0,1,Up,3
151,510.0,1,Up,4
152,510.0,1,Up,2
153,510.0,1,Up,5
154,510.0,1,Up,3
155,510.0,1,Up,2
156,510.0,1,Up,6
157,510.0,1,Up,3
158,510.0,1,Up,3
159,510.0,1,Up,3
160,510.0,1,Up,5
161,510.0,1,Up,2
162,510.0,1,Up,5
163,510.0,1,Up,5
164,510.0,1,Up,2
165,540.0,1,Up,6
166,540.0,1,Up,4
167,540.0,1,Up,2
168,540.0,1,Up,6
169,540.0,1,Up,5
170,540.0,1,Up,3
171,540.0,1,Up,4
172,540.0,1,Up,4
173,570.0,1,Up,5
174,570.0,1,Up,4
175,570.0,1,Up,2
176,570.0,1,Up,2
177,570.0,1,Up,4
178,570.0,1,Up,2
179,570.0,1,Up,6
180,570.0,1,Up,5
181,570.0,1,Up,5
182,600.0,1,Up,6
183,600.0,1,Up,6
184,600.0,1,Up,6
185,600.0,1,Up,5
186,600.0,1,Up,6
187,600.0,1,Up,2
188,600.0,1,Up,5
189,600.0,1,Up,4
190,600.0,1,Up,2
191,600.0,1,Up,2
192,600.0,1,Up,4
193,600.0,1,Up,5
194,600.0,1,Up,3
195,600.0,1,Up,3
196,630.0,1,Up,3
197,630.0,1,Up,6
198,630.0,1,Up,2
199,630.0,1,Up,5
200,630.0,1,Up,5
201,630.0,1,Up,5
202,630.0,1,Up,4
203,630.0,1,Up,2
204,630.0,1,Up,3
205,630.0,1,Up,3
206,630.0,1,Up,3
207,660.0,1,Up,3
208,660.0,1,Up,3
209,660.0,1,Up,3
210,660.0,1,Up,3
211,660.0,1,Up,4
212,690.0,1,Up,2
213,690.0,1,Up,3
214,690.0,1,Up,3
215,690.0,1,Up,6
216,690.0,1,Up,4
217,690.0,1,Up,2
218,690.0,1,Up,4
219,690.0,1,Up,2
220,690.0,1,Up,5
221,690.0,1,Up,3
222,720.0,1,Up,5
223,720.0,1,Up,5
224,720.0,1,Up,3
225,720.0,1,Up,3
226,720.0,1,Up,5
227,720.0,1,Up,6
228,720.0,1,Up,3
229,750.0,1,Up,2
230,750.0,1,Up,3
231,750.0,1,Up,4
232,750.0,1,Up,4
233,750.0,1,Up,3
234,750.0,1,Up,4
235,750.0,1,Up,3
236,750.0,1,Up,4
237,780.0,1,Up,6
238,780.0,1,Up,5
239,780.0,1,Up,5
240,780.0,1,Up,4
241,780.0,1,Up,5
242,780.0,1,Up,5
243,780.0,1,Up,4
244,780.0,1,Up,4
245,780.0,1,Up,6
246,780.0,1,Up,3
247,810.0,1,Up,2
248,810.0,1,Up,3
249,810.0,1,Up,2
250,810.0,1,Up,3
251,810.0,1,Up,5
252,810.0,1,Up,6
253,810.0,1,Up,5
254,810.0,1,Up,4
255,810.0,1,Up,3
256,840.0,1,Up,5
257,840.0,1,Up,6
258,840.0,1,Up,2
259,840.0,1,Up,3
260,840.0,1,Up,5
261,840.0,1,Up,4
262,840.0,1,Up,5
263,840.0,1,Up,6
264,840.0,1,Up,4
265,840.0,1,Up,3
266,840.0,1,Up,3
267,840.0,1,Up,3
268,840.0,1,Up,4
269,840.0,1,Up,5
270,870.0,1,Up,6
271,870.0,1,Up,3
272,870.0,1,Up,3
273,870.0,1,Up,3
274,870.0,1,Up,3
275,870.0,1,Up,4
276,870.0,1,Up,5
277,870.0,1,Up,5
278,870.0,1,Up,3
279,900.0,1,Up,3
280,900.0,1,Up,5
281,900.0,1,Up,2
282,900.0,1,Up,2
283,900.0,1,Up,5
284,900.0,1,Up,3
285,900.0,1,Up,5
286,900.0,1,Up,2
287,930.0,1,Up,4
288,930.0,1,Up,2
289,930.0,1,Up,5
290,930.0,1,Up,6
291,930.0,1,Up,4
292,930.0,1,Up,5
293,930.0,1,Up,4
294,930.0,1,Up,5
295,930.0,1,Up,3
296,930.0,1,Up,4
297,930.0,1,Up,4
298,960.0,1,Up,4
299,960.0,1,Up,2
300,960.0,1,Up,3
301,960.0,1,Up,3
302,960.0,1,Up,3
303,960.0,1,Up,6
304,960.0,1,Up,2
305,960.0,1,Up,5
306,960.0,1,Up,2
307,960.0,1,Up,3
308,960.0,1,Up,2
309,960.0,1,Up,5
310,960.0,1,Up,3
311,960.0,1,Up,6
312,990.0,1,Up,3
313,990.0,1,Up,3
314,990.0,1,Up,4
315,990.0,1,Up,3
316,990.0,1,Up,6
317,1020.0,1,Up,5
318,1020.0,1,Up,3
319,1020.0,1,Up,2
320,1020.0,1,Up,6
321,1020.0,1,Up,3
322,1020.0,1,Up,6
323,1020.0,1,Up,4
324,1020.0,1,Up,3
325,1020.0,1,Up,5
326,1020.0,1,Up,5
327,1020.0,1,Up,2
328,1020.0,1,Up,2
329,1020.0,1,Up,3
330,1050.0,1,Up,5
331,1050.0,1,Up,5
332,1050.0,1,Up,4
333,1050.0,1,Up,3
334,1050.0,1,Up,3
335,1050.0,1,Up,2
336,1050.0,1,Up,4
337,1050.0,1,Up,4
338,1050.0,1,Up,3
339,1050.0,1,Up,2
340,1050.0,1,Up,2
341,1050.0,1,Up,2
342,1080.0,1,Up,3
343,1080.0,1,Up,2
344,1080.0,1,Up,3
345,1080.0,1,Up,3
346,1080.0,1,Up,5
347,1080.0,1,Up,5
348,1080.0,1,Up,3
349,1080.0,1,Up,4
350,1080.0,1,Up,4
351,1080.0,1,Up,4
352,1080.0,1,Up,3
353,1080.0,1,Up,5
354,1080.0,1,Up,3
355,1110.0,1,Up,3
356,1110.0,1,Up,4
357,1110.0,1,Up,4
358,1110.0,1,Up,3
359,1110.0,1,Up,4
360,1110.0,1,Up,6
361,1140.0,1,Up,3
362,1140.0,1,Up,2
363,1140.0,1,Up,5
364,1140.0,1,Up,2
365,1140.0,1,Up,5
366,1140.0,1,Up,2
367,1140.0,1,Up,4
368,1140.0,1,Up,5
369,1140.0,1,Up,3
370,1140.0,1,Up,3
371,1140.0,1,Up,3
372,1140.0,1,Up,3
373,1170.0,1,Up,3
374,1170.0,1,Up,5
375,1170.0,1,Up,5
376,1170.0,1,Up,3
377,1170.0,1,Up,6
378,1170.0,1,Up,6
379,1170.0,1,Up,5
380,1170.0,1,Up,4
381,1170.0,1,Up,2
382,1170.0,1,Up,5
383,1170.0,1,Up,2
384,1170.0,1,Up,2
385,1170.0,1,Up,2
386,1200.0,1,Up,4
387,1200.0,1,Up,3
388,1200.0,1,Up,6
389,1200.0,1,Up,3
390,1200.0,1,Up,5
391,1200.0,1,Up,2
392,1200.0,1,Up,4
393,1200.0,1,Up,6
394,1200.0,1,Up,2
395,1200.0,1,Up,5
396,1200.0,1,Up,6
397,1230.0,1,Up,5
398,1230.0,1,Up,3
399,1230.0,1,Up,4
400,1230.0,1,Up,4
401,1230.0,1,Up,6
402,1260.0,1,Up,3
403,1260.0,1,Up,2
404,1260.0,1,Up,3
405,1260.0,1,Up,3
406,1260.0,1,Up,6
407,1260.0,1,Up,2
408,1260.0,1,Up,5
409,1260.0,1,Up,6
410,1260.0,1,Up,5
411,1260.0,1,Up,6
412,1290.0,1,Up,2
413,1290.0,1,Up,5
414,1290.0,1,Up,2
415,1290.0,1,Up,3
416,1290.0,1,Up,5
417,1290.0,1,Up,5
418,1290.0,1,Up,2
419,1290.0,1,Up,4
420,1290.0,1,Up,5
421,1290.0,1,Up,5
422,1320.0,1,Up,3
423,1320.0,1,Up,3
424,1320.0,1,Up,3
425,1320.0,1,Up,5
426,1320.0,1,Up,4
427,1320.0,1,Up,2
428,1350.0,1,Up,3
429,1350.0,1,Up,2
430,1350.0,1,Up,5
431,1350.0,1,Up,3
432,1350.0,1,Up,2
433,1350.0,1,Up,3
434,1350.0,1,Up,5
435,1350.0,1,Up,4
436,1350.0,1,Up,4
437,1350.0,1,Up,5
438,1380.0,1,Up,3
439,1380.0,1,Up,5
440,1380.0,1,Up,4
441,1380.0,1,Up,3
442,1380.0,1,Up,6
443,1380.0,1,Up,3
444,1380.0,1,Up,5
445,1380.0,1,Up,2
446,1380.0,1,Up,4
447,1380.0,1,Up,5
448,1410.0,1,Up,3
449,1410.0,1,Up,2
450,1410.0,1,Up,4
451,1410.0,1,Up,3
452,1410.0,1,Up,4
453,1410.0,1,Up,4
454,1410.0,1,Up,6
455,1410.0,1,Up,3
456,1410.0,1,Up,5
457,1410.0,1,Up,4
458,1410.0,1,Up,5
459,1410.0,1,Up,4
460,1440.0,1,Up,4
461,1440.0,1,Up,5
462,1440.0,1,Up,6
463,1440.0,1,Up,6
464,1440.0,1,Up,3
465,1470.0,1,Up,4
466,1470.0,1,Up,4
467,1470.0,1,Up,5
468,1470.0,1,Up,5
469,1470.0,1,Up,3
470,1470.0,1,Up,4
471,1470.0,1,Up,3
472,1470.0,1,Up,2
473,1470.0,1,Up,5
474,1470.0,1,Up,2
475,1500.0,1,Up,3
476,1500.0,1,Up,5
477,1500.0,1,Up,4
478,1500.0,1,Up,6
479,1500.0,1,Up,6
480,1500.0,1,Up,3
481,1500.0,1,Up,5
482,1530.0,1,Up,4
483,1530.0,1,Up,3
484,1530.0,1,Up,5
485,1530.0,1,Up,4
486,1530.0,1,Up,4
487,1530.0,1,Up,6
488,1530.0,1,Up,5
489,1560.0,1,Up,4
490,1560.0,1,Up,4
491,1560.0,1,Up,3
492,1560.0,1,Up,4
493,1560.0,1,Up,3
494,1560.0,1,Up,4
495,1560.0,1,Up,5
496,1560.0,1,Up,3
497,1560.0,1,Up,3
498,1560.0,1,Up,4
499,1590.0,1,Up,4
500,1590.0,1,Up,4
501,1590.0,1,Up,3
502,1590.0,1,Up,3
503,1590.0,1,Up,2
504,1590.0,1,Up,2
505,1590.0,1,Up,4
506,1590.0,1,Up,3
507,1590.0,1,Up,2
508,1620.0,1,Up,3
509,1620.0,1,Up,4
510,1620.0,1,Up,5
511,1620.0,1,Up,2
512,1620.0,1,Up,4
513,1620.0,1,Up,4
514,1620.0,1,Up,5
515,1620.0,1,Up,2
516,1620.0,1,Up,5
517,1620.0,1,Up,4
518,1620.0,1,Up,5
519,1620.0,1,Up,2
520,1620.0,1,Up,3
521,1650.0,1,Up,6
522,1650.0,1,Up,3
523,1650.0,1,Up,4
524,1650.0,1,Up,6
525,1650.0,1,Up,4
526,1680.0,1,Up,5
527,1680.0,1,Up,4
528,1680.0,1,Up,4
529,1680.0,1,Up,2
530,1680.0,1,Up,2
531,1680.0,1,Up,2
532,1680.0,1,Up,5
533,1680.0,1,Up,2
534,1680.0,1,Up,2
535,1710.0,1,Up,2
536,1710.0,1,Up,5
537,1710.0,1,Up,4
538,1710.0,1,Up,5
539,1710.0,1,Up,3
540,1710.0,1,Up,5
541,1710.0,1,Up,2
542,1740.0,1,Up,4
543,1740.0,1,Up,3
544,1740.0,1,Up,2
545,1740.0,1,Up,5
546,1740.0,1,Up,4
547,1740.0,1,Up,5
548,1740.0,1,Up,4
549,1740.0,1,Up,4
550,1740.0,1,Up,5
551,1740.0,1,Up,3
552,1740.0,1,Up,6
553,1740.0,1,Up,3
554,1770.0,1,Up,3
555,1770.0,1,Up,5
556,1770.0,1,Up,2
557,1770.0,1,Up,5
558,1770.0,1,Up,3
559,1770.0,1,Up,3
560,1770.0,1,Up,5
561,1770.0,1,Up,5
562,1770.0,1,Up,4
563,1770.0,1,Up,5
564,1770.0,1,Up,3
565,1770.0,1,Up,2
566,1770.0,1,Up,3
567,1800.0,1,Up,5
568,1800.0,1,Up,4
569,1800.0,1,Up,3
570,1800.0,1,Up,5
571,1800.0,1,Up,2
572,1830.0,1,Up,4
573,1830.0,1,Up,2
574,1830.0,1,Up,5
575,1830.0,1,Up,4
576,1830.0,1,Up,5
577,1830.0,1,Up,2
578,1830.0,1,Up,4
579,1830.0,1,Up,3
580,1830.0,1,Up,3
581,1830.0,1,Up,4
582,1860.0,1,Up,4
583,1860.0,1,Up,3
584,1860.0,1,Up,2
585,1860.0,1,Up,4
586,1860.0,1,Up,4
587,1860.0,1,Up,5
588,1860.0,1,Up,3
589,1860.0,1,Up,6
590,1860.0,1,Up,5
591,1860.0,1,Up,3
592,1860.0,1,Up,4
593,1890.0,1,Up,4
594,1890.0,1,Up,5
595,1890.0,1,Up,6
596,1890.0,1,Up,3
597,1890.0,1,Up,3
598,1890.0,1,Up,3
599,1890.0,1,Up,4
600,1890.0,1,Up,5
601,1890.0,1,Up,5
602,1890.0,1,Up,5
603,1890.0,1,Up,2
604,1890.0,1,Up,5
605,1890.0,1,Up,6
606,1890.0,1,Up,3
607,1920.0,1,Up,2
608,1920.0,1,Up,2
609,1920.0,1,Up,6
610,1920.0,1,Up,3
611,1920.0,1,Up,3
612,1950.0,1,Up,3
613,1950.0,1,Up,2
614,1950.0,1,Up,3
615,1950.0,1,Up,3
616,1950.0,1,Up,2
617,1950.0,1,Up,3
618,1950.0,1,Up,3
619,1950.0,1,Up,4
620,1950.0,1,Up,3
621,1950.0,1,Up,3
622,1950.0,1,Up,3
623,1950.0,1,Up,4
624,1950.0,1,Up,6
625,1980.0,1,Up,5
626,1980.0,1,Up,4
627,1980.0,1,Up,4
628,1980.0,1,Up,3
629,1980.0,1,Up,4
630,1980.0,1,Up,3
631,1980.0,1,Up,4
632,1980.0,1,Up,2
633,1980.0,1,Up,4
634,1980.0,1,Up,5
635,1980.0,1,Up,3
636,1980.0,1,Up,2
637,1980.0,1,Up,3
638,2010.0,1,Up,5
639,2010.0,1,Up,2
640,2010.0,1,Up,4
641,2010.0,1,Up,6
642,2010.0,1,Up,5
643,2040.0,1,Up,3
644,2040.0,1,Up,2
645,2040.0,1,Up,5
646,2040.0,1,Up,5
647,2040.0,1,Up,4
648,2040.0,1,Up,5
649,2040.0,1,Up,4
650,2040.0,1,Up,4
651,2040.0,1,Up,6
652,2040.0,1,Up,3
653,2040.0,1,Up,2
654,2040.0,1,Up,3
655,2070.0,1,Up,4
656,2070.0,1,Up,6
657,2070.0,1,Up,2
658,2070.0,1,Up,4
659,2070.0,1,Up,5
660,2070.0,1,Up,3
661,2100.0,1,Up,3
662,2100.0,1,Up,2
663,2100.0,1,Up,3
664,2100.0,1,Up,3
665,2100.0,1,Up,3
666,2100.0,1,Up,4
667,2100.0,1,Up,3
668,2100.0,1,Up,4
669,2100.0,1,Up,5
670,2100.0,1,Up,4
671,2130.0,1,Up,5
672,2130.0,1,Up,6
673,2130.0,1,Up,5
674,2130.0,1,Up,4
675,2130.0,1,Up,2
676,2130.0,1,Up,2
677,2130.0,1,Up,3
678,2130.0,1,Up,6
679,2130.0,1,Up,5
680,2130.0,1,Up,5
681,2130.0,1,Up,4
682,2160.0,1,Up,2
683,2160.0,1,Up,6
684,2160.0,1,Up,5
685,2160.0,1,Up,3
686,2160.0,1,Up,5
687,2160.0,1,Up,4
688,2160.0,1,Up,4
689,2160.0,1,Up,4
690,2190.0,1,Up,2
691,2190.0,1,Up,2
692,2190.0,1,Up,3
693,2190.0,1,Up,3
694,2190.0,1,Up,2
695,2220.0,1,Up,4
696,2220.0,1,Up,3
697,2220.0,1,Up,5
698,2220.0,1,Up,4
699,2220.0,1,Up,5
700,2250.0,1,Up,3
701,2250.0,1,Up,5
702,2250.0,1,Up,3
703,2250.0,1,Up,3
704,2250.0,1,Up,2
705,2250.0,1,Up,4
706,2250.0,1,Up,5
707,2280.0,1,Up,3
708,2280.0,1,Up,3
709,2280.0,1,Up,6
710,2280.0,1,Up,5
711,2280.0,1,Up,4
712,2280.0,1,Up,2
713,2280.0,1,Up,2
714,2280.0,1,Up,4
715,2280.0,1,Up,4
716,2280.0,1,Up,3
717,2280.0,1,Up,4
718,2280.0,1,Up,5
719,2280.0,1,Up,5
720,2280.0,1,Up,4
721,2310.0,1,Up,3
722,2310.0,1,Up,2
723,2310.0,1,Up,3
724,2310.0,1,Up,6
725,2310.0,1,Up,4
726,2310.0,1,Up,2
727,2310.0,1,Up,5
728,2310.0,1,Up,3
729,2340.0,1,Up,5
730,2340.0,1,Up,5
731,2340.0,1,Up,5
732,2340.0,1,Up,6
733,2340.0,1,Up,5
734,2340.0,1,Up,3
735,2340.0,1,Up,6
736,2340.0,1,Up,4
737,2340.0,1,Up,3
738,2340.0,1,Up,3
739,2340.0,1,Up,3
740,2370.0,1,Up,5
741,2370.0,1,Up,5
742,2370.0,1,Up,6
743,2370.0,1,Up,3
744,2370.0,1,Up,2
745,2370.0,1,Up,4
746,2370.0,1,Up,6
747,2370.0,1,Up,5
748,2370.0,1,Up,4
749,2370.0,1,Up,2
750,2400.0,1,Up,4
751,2400.0,1,Up,4
752,2400.0,1,Up,4
753,2400.0,1,Up,3
754,2400.0,1,Up,3
755,2400.0,1,Up,3
756,2430.0,1,Up,2
757,2430.0,1,Up,3
758,2430.0,1,Up,5
759,2430.0,1,Up,2
760,2430.0,1,Up,4
761,2430.0,1,Up,4
762,2430.0,1,Up,3
763,2430.0,1,Up,4
764,2460.0,1,Up,3
765,2460.0,1,Up,6
766,2460.0,1,Up,2
767,2460.0,1,Up,2
768,2460.0,1,Up,5
769,2490.0,1,Up,2
770,2490.0,1,Up,4
771,2490.0,1,Up,6
772,2490.0,1,Up,4
773,2490.0,1,Up,2
774,2490.0,1,Up,3
775,2490.0,1,Up,3
776,2490.0,1,Up,2
777,2490.0,1,Up,5
778,2490.0,1,Up,3
779,2490.0,1,Up,3
780,2490.0,1,Up,2
781,2490.0,1,Up,6
782,2520.0,1,Up,2
783,2520.0,1,Up,2
784,2520.0,1,Up,3
785,2520.0,1,Up,3
786,2520.0,1,Up,5
787,2520.0,1,Up,5
788,2520.0,1,Up,4
789,2520.0,1,Up,3
790,2520.0,1,Up,3
791,2520.0,1,Up,3
792,2550.0,1,Up,5
793,2550.0,1,Up,3
794,2550.0,1,Up,5
795,2550.0,1,Up,6
796,2550.0,1,Up,3
797,2550.0,1,Up,5
798,2550.0,1,Up,4
799,2550.0,1,Up,3
800,2550.0,1,Up,3
801,2550.0,1,Up,3
802,2550.0,1,Up,4
803,2550.0,1,Up,3
804,2550.0,1,Up,3
805,2550.0,1,Up,4
806,2580.0,1,Up,6
807,2580.0,1,Up,2
808,2580.0,1,Up,2
809,2580.0,1,Up,2
810,2580.0,1,Up,5
811,2580.0,1,Up,4
812,2580.0,1,Up,2
813,2580.0,1,Up,4
814,2580.0,1,Up,6
815,2580.0,1,Up,6
816,2580.0,1,Up,5
817,2580.0,1,Up,3
818,2580.0,1,Up,5
819,2580.0,1,Up,5
820,2610.0,1,Up,3
821,2610.0,1,Up,5
822,2610.0,1,Up,2
823,2610.0,1,Up,5
824,2610.0,1,Up,3
825,2610.0,1,Up,3
826,2610.0,1,Up,4
827,2610.0,1,Up,3
828,2610.0,1,Up,5
829,2610.0,1,Up,3
830,2610.0,1,Up,3
831,2640.0,1,Up,5
832,2640.0,1,Up,4
833,2640.0,1,Up,3
834,2640.0,1,Up,2
835,2640.0,1,Up,3
836,2640.0,1,Up,6
837,2640.0,1,Up,4
838,2640.0,1,Up,5
839,2640.0,1,Up,3
840,2640.0,1,Up,3
841,2640.0,1,Up,3
842,2640.0,1,Up,2
843,2640.0,1,Up,3
844,2640.0,1,Up,4
845,2670.0,1,Up,5
846,2670.0,1,Up,3
847,2670.0,1,Up,2
848,2670.0,1,Up,4
849,2670.0,1,Up,2
850,2670.0,1,Up,3
851,2670.0,1,Up,3
852,2670.0,1,Up,4
853,2700.0,1,Up,4
854,2700.0,1,Up,3
855,2700.0,1,Up,2
856,2700.0,1,Up,5
857,2700.0,1,Up,4
858,2700.0,1,Up,2
859,2700.0,1,Up,2
860,2700.0,1,Up,3
861,2700.0,1,Up,3
862,2700.0,1,Up,5
863,2700.0,1,Up,3
864,2700.0,1,Up,5
865,2700.0,1,Up,3
866,2730.0,1,Up,4
867,2730.0,1,Up,6
868,2730.0,1,Up,4
869,2730.0,1,Up,3
870,2730.0,1,Up,5
871,2730.0,1,Up,4
872,2730.0,1,Up,3
873,2760.0,1,Up,3
874,2760.0,1,Up,5
875,2760.0,1,Up,2
876,2760.0,1,Up,3
877,2760.0,1,Up,2
878,2760.0,1,Up,5
879,2760.0,1,Up,4
880,2790.0,1,Up,3
881,2790.0,1,Up,3
882,2790.0,1,Up,6
883,2790.0,1,Up,6
884,2790.0,1,Up,3
885,2790.0,1,Up,6
886,2790.0,1,Up,3
887,2820.0,1,Up,3
888,2820.0,1,Up,3
889,2820.0,1,Up,5
890,2820.0,1,Up,2
891,2820.0,1,Up,5
892,2820.0,1,Up,4
893,2820.0,1,Up,4
894,2820.0,1,Up,4
895,2820.0,1,Up,3
896,2820.0,1,Up,5
897,2820.0,1,Up,4
898,2820.0,1,Up,2
899,2850.0,1,Up,4
900,2850.0,1,Up,2
901,2850.0,1,Up,4
902,2850.0,1,Up,6
903,2850.0,1,Up,5
904,2850.0,1,Up,5
905,2850.0,1,Up,4
906,2850.0,1,Up,2
907,2880.0,1,Up,2
908,2880.0,1,Up,5
909,2880.0,1,Up,4
910,2880.0,1,Up,4
911,2880.0,1,Up,3
912,2880.0,1,Up,5
913,2880.0,1,Up,3
914,2880.0,1,Up,2
915,2910.0,1,Up,4
916,2910.0,1,Up,5
917,2910.0,1,Up,4
918,2910.0,1,Up,4
919,2910.0,1,Up,2
920,2910.0,1,Up,3
921,2910.0,1,Up,4
922,2910.0,1,Up,3
923,2910.0,1,Up,4
924,2940.0,1,Up,3
925,2940.0,1,Up,2
926,2940.0,1,Up,3
927,2940.0,1,Up,5
928,2940.0,1,Up,5
929,2940.0,1,Up,4
930,2940.0,1,Up,6
931,2940.0,1,Up,2
932,2940.0,1,Up,5
933,2940.0,1,Up,4
934,2940.0,1,Up,5
935,2940.0,1,Up,3
936,2940.0,1,Up,5
937,2940.0,1,Up,4
938,2970.0,1,Up,3
939,2970.0,1,Up,5
940,2970.0,1,Up,5
941,2970.0,1,Up,3
942,2970.0,1,Up,6
943,2970.0,1,Up,3
944,2970.0,1,Up,4
945,2970.0,1,Up,3
946,2970.0,1,Up,4
947,2970.0,1,Up,3
948,2970.0,1,Up,4
949,2970.0,1,Up,2
950,2970.0,1,Up,4
951,2970.0,1,Up,2
952,3000.0,1,Up,2
953,3000.0,1,Up,3
954,3000.0,1,Up,4
955,3000.0,1,Up,5
956,3000.0,1,Up,3
957,3000.0,1,Up,2
958,3000.0,1,Up,3
959,3000.0,1,Up,4
960,3030.0,1,Up,2
961,3030.0,1,Up,4
962,3030.0,1,Up,2
963,3030.0,1,Up,4
964,3030.0,1,Up,4
965,3030.0,1,Up,3
966,3030.0,1,Up,5
967,3060.0,1,Up,2
968,3060.0,1,Up,3
969,3060.0,1,Up,4
970,3060.0,1,Up,3
971,3060.0,1,Up,5
972,3060.0,1,Up,5
973,3060.0,1,Up,2
974,3060.0,1,Up,5
975,3060.0,1,Up,3
976,3060.0,1,Up,3
977,3090.0,1,Up,5
978,3090.0,1,Up,5
979,3090.0,1,Up,5
980,3090.0,1,Up,6
981,3090.0,1,Up,4
982,3090.0,1,Up,5
983,3090.0,1,Up,3
984,3090.0,1,Up,3
985,3090.0,1,Up,3
986,3090.0,1,Up,2
987,3090.0,1,Up,3
988,3090.0,1,Up,5
989,3090.0,1,Up,4
990,3120.0,1,Up,3
991,3120.0,1,Up,3
992,3120.0,1,Up,6
993,3120.0,1,Up,6
994,3120.0,1,Up,5
995,3120.0,1,Up,5
996,3120.0,1,Up,3
997,3150.0,1,Up,3
998,3150.0,1,Up,5
999,3150.0,1,Up,6
1000,3150.0,1,Up,4
1001,3150.0,1,Up,2
1002,3150.0,1,Up,3
1003,3150.0,1,Up,4
1004,3150.0,1,Up,2
1005,3150.0,1,Up,2
1006,3150.0,1,Up,2
1007,3150.0,1,Up,6
1008,3150.0,1,Up,2
1009,3180.0,1,Up,5
1010,3180.0,1,Up,3
1011,3180.0,1,Up,4
1012,3180.0,1,Up,3
1013,3180.0,1,Up,5
1014,3180.0,1,Up,4
1015,3180.0,1,Up,4
1016,3180.0,1,Up,3
