Passenger ID,Time,Floor,Direction (Up/Down),Destination Floor
89,10:28:00 AM,4,Down,1
90,10:28:00 AM,6,Down,1
91,10:28:00 AM,3,Down,6
92,10:29:00 AM,4,Up,2
93,10:29:00 AM,4,Up,3
94,10:30:00 AM,1,Up,6
95,10:30:00 AM,2,Up,3
96,10:30:00 AM,2,Down,6
97,10:30:00 AM,5,Down,3
98,10:31:00 AM,4,Down,1
99,10:31:00 AM,4,Up,5
100,10:31:00 AM,4,Down,3
101,10:31:00 AM,5,Up,2
102,10:32:00 AM,1,Down,4
103,10:32:00 AM,6,Down,3
104,10:32:00 AM,6,Up,2
105,10:32:00 AM,4,Down,1
106,10:33:00 AM,2,Up,4
107,10:33:00 AM,3,Down,4
108,10:34:00 AM,5,Down,4
109,10:34:00 AM,1,Up,2
110,10:35:00 AM,4,Up,2
111,10:35:00 AM,4,Up,6
112,10:36:00 AM,6,Down,1
113,10:36:00 AM,1,Down,3
114,10:36:00 AM,6,Down,1
115,10:36:00 AM,6,Down,4
116,10:37:00 AM,2,Down,4
117,10:37:00 AM,6,Down,3
118,10:37:00 AM,6,Up,3
119,10:37:00 AM,3,Up,4
120,10:38:00 AM,5,Down,1
121,10:38:00 AM,4,Up,3
122,10:39:00 AM,4,Up,1
123,10:39:00 AM,1,Down,3
124,10:39:00 AM,2,Down,4
125,10:39:00 AM,5,Up,1
126,10:40:00 AM,5,Up,3
127,10:40:00 AM,5,Up,3
128,10:41:00 AM,3,Up,2
129,10:41:00 AM,6,Up,5
130,10:42:00 AM,6,Up,5
131,10:42:00 AM,2,Up,5
132,10:43:00 AM,3,Up,5
133,10:43:00 AM,1,Down,3
134,10:43:00 AM,3,Up,2
135,10:43:00 AM,5,Up,2
136,10:44:00 AM,5,Up,4
137,10:44:00 AM,1,Up,4
138,10:44:00 AM,2,Up,4
139,10:45:00 AM,4,Down,1
140,10:45:00 AM,6,Down,1
141,10:45:00 AM,1,Up,5
142,10:45:00 AM,4,Down,2
143,10:46:00 AM,2,Down,5
144,10:46:00 AM,2,Up,3
145,10:46:00 AM,4,Down,2
146,10:47:00 AM,5,Down,1
147,10:47:00 AM,4,Down,1
148,10:47:00 AM,4,Up,5
149,10:48:00 AM,4,Down,3
150,10:48:00 AM,3,Down,2
151,10:48:00 AM,5,Up,4
152,10:49:00 AM,1,Up,4
153,10:49:00 AM,6,Up,4
154,10:49:00 AM,2,Up,3
155,10:49:00 AM,1,Down,5
156,10:50:00 AM,6,Up,1
157,10:50:00 AM,5,Down,3
158,10:50:00 AM,2,Down,3
159,10:51:00 AM,1,Up,6
160,10:51:00 AM,6,Down,4
161,10:52:00 AM,2,Down,5
162,10:52:00 AM,2,Up,4
163,10:53:00 AM,2,Down,5
164,10:53:00 AM,5,Up,3
165,10:54:00 AM,1,Down,4
166,10:54:00 AM,6,Down,5
167,10:54:00 AM,4,Down,6
168,10:55:00 AM,5,Up,2
169,10:55:00 AM,3,Down,6
170,10:55:00 AM,6,Down,1
171,10:56:00 AM,6,Down,3
172,10:56:00 AM,3,Up,6
173,10:57:00 AM,5,Up,2
174,10:57:00 AM,1,Up,5
175,10:57:00 AM,5,Up,2
176,10:57:00 AM,6,Down,4
177,10:58:00 AM,1,Down,6
178,10:58:00 AM,5,Up,3
179,10:59:00 AM,5,Down,1
180,10:59:00 AM,4,Down,1
181,10:59:00 AM,1,Up,3
